Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=15, tm_min=54, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H15_M54_S14_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042614.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042615.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042616.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042617.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=47, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042618.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=48, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042619.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=49, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042620.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=50, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042621.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043214.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043215.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=17, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043216.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=22, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S17_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=23, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043218.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=28, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S23_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=34, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S28_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=39, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S34_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=40, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043224.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=41, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043225.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S41_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=32, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042558.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=32, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042559.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=33, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042600.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=34, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042601.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=35, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042602.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042603.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042604.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042605.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=38, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042606.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=39, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042608.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=40, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042609.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=41, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042610.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042611.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042612.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042613.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042614.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042615.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042616.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042617.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=47, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042618.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=48, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042619.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=49, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042620.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=50, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042621.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043214.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043215.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=17, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043216.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=22, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S17_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=28, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S22_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=33, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S28_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=40, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043224.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=41, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043225.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S41_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=47, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043227.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=52, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S47_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=53, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043229.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=34, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042601.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=35, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042602.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042603.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042604.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042605.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=38, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042606.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=39, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042608.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=40, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042609.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=41, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042610.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042611.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042612.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042613.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042614.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042615.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042616.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042617.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=47, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042618.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=48, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042619.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=49, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042620.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=50, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042621.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043214.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=16, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043215.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=17, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043216.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=22, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S17_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=23, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043218.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=28, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S23_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=34, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S28_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=40, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043224.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=41, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043225.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=46, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S41_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=47, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043227.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=52, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S47_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=53, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043229.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=54, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511043230.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=32, tm_sec=59, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 13] Permission denied: 'C:\\misars\\ai_py\\062\\output_folder\\2024-05-11 H16_M32_S54_NONE.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=34, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042601.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=35, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042602.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042603.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=36, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042604.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=37, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042605.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=38, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042606.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=39, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042608.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=40, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042609.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=41, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042610.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042611.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=42, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042612.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=43, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042613.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=44, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042614.png'
Failed to process time.struct_time(tm_year=2024, tm_mon=5, tm_mday=11, tm_hour=16, tm_min=28, tm_sec=45, tm_wday=5, tm_yday=132, tm_isdst=0): [Errno 2] No such file or directory: 'C:\\misars\\ai_py\\062\\load_folder\\20240511042615.png'
